Job Role,Company,Experience Level,Location,Skills,Job Type,Work Mode,Salary Range,Job Posting Date,Min Salary (LPA),Max Salary (LPA)
Data Analyst,Crawford Group,Senior Level,New Delhi,"powerbi, google cloud, r, python",Full-Time,Hybrid,7-28 LPA,2025-08-15,7.0,28.0
Senior Data Analyst,"Conley, Martin And Ayers",Internship,Bangalore,"powerbi, google colab, tableau, python, google cloud, machine learning",Part-Time,On-Site,7-26 LPA,2025-06-09,7.0,26.0
Senior Data Analyst,Garcia And Sons,Internship,New Delhi,"r, powerbi, tableau, google cloud",Contract,Hybrid,4-33 LPA,2024-09-29,4.0,33.0
Data Analytics Specialist,Frye Inc,Mid Level,Kolkata,"google cloud, excel, r",Full-Time,Remote,11-25 LPA,2024-10-27,11.0,25.0
Junior Data Analyst,Young Llc,Senior Level,Pune,"tableau, powerbi, powerbi, powerbi",Full-Time,On-Site,6-21 LPA,2024-09-15,6.0,21.0
Data Analytics Specialist,"Thompson, Vasquez And Lee",Entry Level,Pune,"powerbi, sql, powerbi, google cloud",Contract,Remote,9-31 LPA,2025-03-21,9.0,31.0
Data Analytics Specialist,Thompson And Sons,Internship,Mumbai,"powerbi, python, excel, google cloud",Contract,Remote,10-28 LPA,2025-06-04,10.0,28.0
Data Analyst,Moore-Shea,Mid Level,Bangalore,"tableau, python, powerbi",Internship,Remote,9-23 LPA,2025-05-30,9.0,23.0
Data Analyst,Harrison-Huff,Entry Level,Kolkata,"google colab, powerbi, tableau",Internship,Remote,15-21 LPA,2025-02-03,15.0,21.0
Data Analytics Specialist,"Medina, Waters And Harris",Senior Level,Remote,"r, machine learning, powerbi, powerbi",Full-Time,Hybrid,14-31 LPA,2024-11-12,14.0,31.0
Junior Data Analyst,"Jackson, Johnston And Robles",Senior Level,Hyderabad,"python, google cloud, r",Part-Time,Hybrid,7-22 LPA,2024-09-22,7.0,22.0
Data Analyst,Morgan Group,Entry Level,Pune,"google colab, powerbi, python, powerbi, tableau, machine learning",Full-Time,Hybrid,12-28 LPA,2025-07-12,12.0,28.0
Data Analyst,Velazquez-Wilkerson,Entry Level,Pune,"google colab, python, powerbi",Part-Time,Remote,12-18 LPA,2025-03-28,12.0,18.0
Senior Data Analyst,Harvey-Miller,Internship,New Delhi,"excel, google colab, powerbi, sql, powerbi",Part-Time,On-Site,8-31 LPA,2025-05-24,8.0,31.0
Data Analytics Specialist,Walsh And Sons,Mid Level,Pune,"google cloud, python, excel, powerbi",Part-Time,On-Site,4-19 LPA,2025-05-12,4.0,19.0
Senior Data Analyst,Mccarthy Inc,Senior Level,Hyderabad,"excel, powerbi, google cloud, sql, machine learning",Full-Time,On-Site,4-28 LPA,2024-11-12,4.0,28.0
Senior Data Analyst,Jones Inc,Mid Level,Hyderabad,"powerbi, python, powerbi, excel, sql, r",Full-Time,Remote,10-24 LPA,2024-10-18,10.0,24.0
Junior Data Analyst,"Swanson, Nichols And Shepherd",Internship,Pune,"google colab, excel, machine learning",Full-Time,Remote,4-18 LPA,2025-05-20,4.0,18.0
Data Analytics Specialist,Jones-Rush,Mid Level,Hyderabad,"sql, google cloud, r, powerbi, google colab, powerbi",Contract,Hybrid,6-31 LPA,2025-05-02,6.0,31.0
Senior Data Analyst,Gross-Gonzales,Entry Level,New Delhi,"excel, google cloud, r, python, google colab, powerbi",Part-Time,Remote,7-31 LPA,2025-02-01,7.0,31.0
Data Analyst,Banks-Allen,Entry Level,New Delhi,"google colab, machine learning, tableau, powerbi, excel, powerbi",Contract,Remote,11-33 LPA,2024-11-10,11.0,33.0
Junior Data Analyst,"Lowe, Henry And Orr",Entry Level,Mumbai,"r, google cloud, tableau",Contract,Remote,7-24 LPA,2025-04-09,7.0,24.0
Junior Data Analyst,"Hernandez, Ayala And Sampson",Mid Level,Pune,"python, powerbi, tableau, powerbi",Internship,Remote,15-29 LPA,2025-08-27,15.0,29.0
Junior Data Analyst,Taylor-Jackson,Entry Level,Hyderabad,"powerbi, sql, python",Contract,On-Site,7-22 LPA,2025-07-16,7.0,22.0
Data Analytics Specialist,"Rivas, Ali And Mitchell",Mid Level,Kolkata,"r, python, sql, powerbi, powerbi, excel",Contract,Remote,6-28 LPA,2025-04-13,6.0,28.0
Senior Data Analyst,"Caldwell, Morales And Edwards",Internship,Bangalore,"r, excel, powerbi, powerbi, powerbi",Full-Time,Remote,8-35 LPA,2024-12-02,8.0,35.0
Data Analytics Specialist,Rivera-Wade,Senior Level,Remote,"tableau, excel, powerbi, sql, google cloud, powerbi",Part-Time,Remote,12-27 LPA,2025-05-21,12.0,27.0
Data Analytics Specialist,Peterson-Sanders,Senior Level,Hyderabad,"google colab, powerbi, python, machine learning",Internship,On-Site,11-27 LPA,2025-03-09,11.0,27.0
Junior Data Analyst,Hansen Ltd,Internship,Hyderabad,"google cloud, machine learning, excel",Part-Time,Hybrid,15-24 LPA,2025-04-07,15.0,24.0
Senior Data Analyst,Gibson Llc,Senior Level,Hyderabad,"powerbi, powerbi, powerbi, google cloud, sql",Full-Time,Hybrid,12-24 LPA,2025-01-31,12.0,24.0
Data Analyst,Harris Ltd,Entry Level,New Delhi,"google colab, r, tableau, sql, machine learning, powerbi",Part-Time,Hybrid,6-26 LPA,2024-11-19,6.0,26.0
Junior Data Analyst,Gonzalez-Morgan,Internship,Remote,"excel, google cloud, machine learning, tableau, google colab",Part-Time,On-Site,9-32 LPA,2024-12-15,9.0,32.0
Data Analyst,Morgan Llc,Mid Level,Hyderabad,"sql, r, powerbi, excel",Internship,On-Site,15-26 LPA,2025-05-30,15.0,26.0
Data Analytics Specialist,Pena-Blake,Mid Level,Pune,"tableau, google colab, python, powerbi, machine learning, powerbi",Full-Time,Remote,4-26 LPA,2025-06-26,4.0,26.0
Senior Data Analyst,"Jones, Olson And Jackson",Internship,Chennai,"r, excel, sql, powerbi, tableau, machine learning",Internship,On-Site,9-35 LPA,2025-07-17,9.0,35.0
Senior Data Analyst,"Luna, Rodriguez And Cooper",Entry Level,Bangalore,"google cloud, google colab, python",Part-Time,On-Site,11-19 LPA,2025-04-27,11.0,19.0
Junior Data Analyst,"Phelps, Fisher And Anderson",Internship,Kolkata,"sql, excel, google cloud, powerbi",Contract,On-Site,10-19 LPA,2025-07-18,10.0,19.0
Senior Data Analyst,Patton Plc,Internship,Mumbai,"powerbi, sql, tableau",Part-Time,Remote,13-17 LPA,2025-05-30,13.0,17.0
Junior Data Analyst,"Baxter, Watkins And Macdonald",Entry Level,Hyderabad,"python, google colab, machine learning, excel, powerbi",Internship,On-Site,8-33 LPA,2025-04-30,8.0,33.0
Senior Data Analyst,Moreno And Sons,Entry Level,Bangalore,"powerbi, python, tableau, powerbi, machine learning, powerbi",Part-Time,Remote,5-30 LPA,2025-02-01,5.0,30.0
Data Analyst,Levine-Foster,Senior Level,Pune,"excel, r, powerbi, python, powerbi",Full-Time,Hybrid,9-21 LPA,2025-02-02,9.0,21.0
Senior Data Analyst,Wu-Richardson,Entry Level,Chennai,"powerbi, powerbi, sql, r",Part-Time,Hybrid,15-22 LPA,2025-04-14,15.0,22.0
Junior Data Analyst,Sparks Inc,Senior Level,Mumbai,"powerbi, powerbi, sql",Full-Time,On-Site,6-29 LPA,2025-07-20,6.0,29.0
Junior Data Analyst,Chang Llc,Internship,Mumbai,"powerbi, powerbi, excel",Full-Time,Remote,4-19 LPA,2024-12-23,4.0,19.0
Senior Data Analyst,Hill Inc,Senior Level,Remote,"powerbi, machine learning, sql",Full-Time,On-Site,13-20 LPA,2025-02-19,13.0,20.0
Senior Data Analyst,Wise Plc,Entry Level,Mumbai,"excel, google cloud, tableau, powerbi",Contract,On-Site,13-22 LPA,2025-06-09,13.0,22.0
Data Analyst,Miller-Crane,Entry Level,Kolkata,"machine learning, excel, powerbi, google colab, powerbi",Full-Time,On-Site,4-35 LPA,2025-01-01,4.0,35.0
Data Analyst,Jones Inc,Entry Level,New Delhi,"tableau, sql, google colab, r",Contract,Remote,4-27 LPA,2025-04-04,4.0,27.0
Junior Data Analyst,Miller Plc,Entry Level,Remote,"excel, python, google colab, powerbi, machine learning",Contract,Remote,4-31 LPA,2024-10-14,4.0,31.0
Junior Data Analyst,Lawrence-Cook,Mid Level,New Delhi,"sql, google colab, excel, python, r, powerbi",Internship,On-Site,12-31 LPA,2025-07-23,12.0,31.0
Senior Data Analyst,Harvey Ltd,Entry Level,Pune,"machine learning, tableau, sql, powerbi, google cloud",Part-Time,On-Site,15-18 LPA,2025-02-26,15.0,18.0
Data Analytics Specialist,Hogan And Sons,Mid Level,New Delhi,"powerbi, r, google colab, python, tableau, powerbi",Part-Time,Remote,4-32 LPA,2024-11-29,4.0,32.0
Senior Data Analyst,"David, Lewis And Owens",Mid Level,Remote,"python, powerbi, google colab, google cloud, machine learning",Internship,Remote,14-21 LPA,2025-07-01,14.0,21.0
Data Analyst,Ruiz-Lyons,Senior Level,Remote,"powerbi, machine learning, python, excel",Full-Time,Remote,8-27 LPA,2025-08-20,8.0,27.0
Junior Data Analyst,"Higgins, Wilson And Mills",Senior Level,New Delhi,"google colab, r, machine learning, excel, powerbi, google cloud",Full-Time,Remote,15-18 LPA,2025-02-16,15.0,18.0
Junior Data Analyst,Davis-Clarke,Mid Level,New Delhi,"powerbi, powerbi, tableau, machine learning, sql",Part-Time,On-Site,9-25 LPA,2025-01-17,9.0,25.0
Data Analyst,Miller And Sons,Entry Level,Mumbai,"tableau, excel, sql",Contract,On-Site,9-26 LPA,2025-08-20,9.0,26.0
Data Analyst,"Herrera, Arnold And Love",Mid Level,Mumbai,"python, tableau, machine learning",Contract,Hybrid,7-27 LPA,2025-03-15,7.0,27.0
Senior Data Analyst,Davis-Poole,Entry Level,Mumbai,"python, powerbi, tableau, excel",Part-Time,On-Site,7-17 LPA,2025-03-11,7.0,17.0
Data Analytics Specialist,Wilkerson And Sons,Senior Level,Remote,"sql, google colab, powerbi, powerbi",Full-Time,Hybrid,15-24 LPA,2024-09-26,15.0,24.0
Senior Data Analyst,"Yates, Mcclain And Pierce",Entry Level,New Delhi,"machine learning, google colab, r, excel",Internship,Hybrid,11-18 LPA,2025-04-15,11.0,18.0
Data Analytics Specialist,Sanders Llc,Senior Level,Chennai,"excel, machine learning, powerbi, r, google cloud",Contract,Hybrid,11-31 LPA,2025-03-25,11.0,31.0
Junior Data Analyst,Turner Group,Mid Level,Remote,"r, powerbi, python, google colab, powerbi, google cloud",Internship,Remote,14-34 LPA,2024-11-30,14.0,34.0
Data Analytics Specialist,Robbins-Velasquez,Senior Level,Bangalore,"excel, google cloud, powerbi, r",Part-Time,Hybrid,4-18 LPA,2024-10-21,4.0,18.0
Data Analyst,Jordan-Jacobson,Entry Level,Hyderabad,"python, powerbi, powerbi",Full-Time,On-Site,7-16 LPA,2025-04-13,7.0,16.0
Data Analytics Specialist,"Potter, Jones And Chapman",Mid Level,Bangalore,"excel, sql, powerbi",Contract,On-Site,5-23 LPA,2025-04-03,5.0,23.0
Data Analytics Specialist,"Thomas, Marshall And Bishop",Entry Level,Pune,"r, sql, powerbi, tableau, machine learning",Full-Time,On-Site,9-28 LPA,2025-07-24,9.0,28.0
Senior Data Analyst,Mitchell Llc,Senior Level,New Delhi,"google cloud, google colab, excel, sql",Part-Time,Remote,4-31 LPA,2024-12-25,4.0,31.0
Data Analytics Specialist,Holmes Ltd,Senior Level,Bangalore,"sql, r, google colab, powerbi, powerbi, tableau",Internship,Remote,15-22 LPA,2025-05-12,15.0,22.0
Data Analyst,Jackson-Crawford,Internship,Mumbai,"python, powerbi, google colab, google cloud, excel, powerbi",Contract,On-Site,4-31 LPA,2025-03-22,4.0,31.0
Data Analyst,"Miller, Pham And Price",Senior Level,Mumbai,"powerbi, powerbi, excel",Part-Time,On-Site,12-30 LPA,2024-09-02,12.0,30.0
Data Analyst,Anderson-Jones,Internship,New Delhi,"excel, google cloud, sql, powerbi, powerbi",Part-Time,Hybrid,5-28 LPA,2025-05-28,5.0,28.0
Data Analyst,"Diaz, Moran And Smith",Mid Level,Hyderabad,"google cloud, machine learning, tableau, powerbi, powerbi, r",Part-Time,Remote,11-24 LPA,2025-04-24,11.0,24.0
Senior Data Analyst,"Reed, Daugherty And Bernard",Mid Level,Chennai,"python, machine learning, powerbi, sql, google cloud, powerbi",Contract,On-Site,15-31 LPA,2024-11-26,15.0,31.0
Data Analyst,Woods-Simmons,Senior Level,New Delhi,"powerbi, powerbi, tableau",Internship,Hybrid,15-18 LPA,2024-09-29,15.0,18.0
Senior Data Analyst,"Walker, Berry And Castillo",Entry Level,New Delhi,"tableau, python, google cloud, google colab",Part-Time,Hybrid,6-19 LPA,2025-03-23,6.0,19.0
Data Analytics Specialist,"Marquez, Dixon And Bryant",Internship,Hyderabad,"powerbi, python, excel, r",Full-Time,On-Site,11-31 LPA,2025-04-25,11.0,31.0
Data Analytics Specialist,Stanley Llc,Mid Level,Remote,"google cloud, powerbi, sql, tableau, excel",Internship,Hybrid,8-23 LPA,2024-11-16,8.0,23.0
Data Analytics Specialist,Mckenzie Ltd,Senior Level,Kolkata,"google colab, sql, python, machine learning",Full-Time,On-Site,11-24 LPA,2024-09-12,11.0,24.0
Junior Data Analyst,"Nguyen, Smith And Jones",Senior Level,Mumbai,"google colab, powerbi, tableau, machine learning, r, powerbi",Internship,Remote,6-20 LPA,2024-10-18,6.0,20.0
Data Analytics Specialist,"Smith, Cain And Taylor",Internship,Bangalore,"excel, google cloud, powerbi, r, tableau",Internship,Hybrid,5-26 LPA,2025-05-04,5.0,26.0
Junior Data Analyst,Moore Group,Mid Level,Bangalore,"powerbi, google colab, python, machine learning, powerbi, sql",Full-Time,Remote,3-26 LPA,2025-01-28,3.0,26.0
Data Analytics Specialist,Camacho Inc,Internship,New Delhi,"powerbi, sql, google cloud, powerbi",Internship,Remote,10-31 LPA,2025-02-04,10.0,31.0
Data Analytics Specialist,"Davis, Jones And Rose",Mid Level,Kolkata,"excel, r, powerbi, google cloud, powerbi",Internship,Remote,4-17 LPA,2024-10-17,4.0,17.0
Data Analytics Specialist,Ellis-Walls,Internship,New Delhi,"excel, google cloud, tableau, machine learning",Part-Time,Remote,14-24 LPA,2025-08-27,14.0,24.0
Junior Data Analyst,"Brown, Hardy And Howell",Mid Level,Kolkata,"google colab, machine learning, python, tableau, google cloud, sql",Full-Time,Hybrid,7-29 LPA,2025-05-21,7.0,29.0
Data Analyst,"James, Costa And Arnold",Internship,Pune,"powerbi, powerbi, r, sql, tableau",Full-Time,On-Site,3-17 LPA,2025-07-22,3.0,17.0
Senior Data Analyst,Patterson Plc,Entry Level,Remote,"machine learning, excel, powerbi, google cloud",Contract,On-Site,7-26 LPA,2025-07-17,7.0,26.0
Data Analyst,Cross Group,Mid Level,New Delhi,"powerbi, tableau, google colab, google cloud, r",Part-Time,Remote,15-25 LPA,2025-01-01,15.0,25.0
Data Analyst,Perez Group,Senior Level,Chennai,"powerbi, machine learning, google cloud",Full-Time,Remote,9-17 LPA,2025-06-24,9.0,17.0
Data Analyst,"Thomas, Stuart And Dyer",Entry Level,Chennai,"machine learning, tableau, sql",Contract,Hybrid,14-34 LPA,2025-01-14,14.0,34.0
Junior Data Analyst,"Carter, Flores And Williams",Mid Level,Hyderabad,"powerbi, powerbi, excel, tableau, r, sql",Part-Time,On-Site,11-16 LPA,2024-10-14,11.0,16.0
Junior Data Analyst,Lee Group,Entry Level,New Delhi,"powerbi, r, google cloud, tableau, powerbi, python",Part-Time,Hybrid,9-26 LPA,2025-02-25,9.0,26.0
Junior Data Analyst,Holmes Ltd,Entry Level,Remote,"excel, machine learning, powerbi, sql, powerbi, google cloud",Internship,On-Site,11-29 LPA,2024-11-30,11.0,29.0
Senior Data Analyst,"Leach, Cooper And Harding",Mid Level,Hyderabad,"google colab, python, excel, google cloud",Full-Time,On-Site,5-20 LPA,2025-08-29,5.0,20.0
Data Analyst,Gross Group,Mid Level,Mumbai,"machine learning, excel, powerbi, tableau, r, python",Internship,Hybrid,5-28 LPA,2025-06-11,5.0,28.0
Junior Data Analyst,"Jimenez, Francis And George",Internship,Bangalore,"machine learning, powerbi, powerbi, r",Contract,Remote,6-25 LPA,2025-03-30,6.0,25.0
Junior Data Analyst,Roberts Plc,Senior Level,Remote,"powerbi, powerbi, python",Full-Time,On-Site,3-28 LPA,2025-06-11,3.0,28.0
Data Analyst,Jones-Mason,Entry Level,Kolkata,"google cloud, powerbi, powerbi, r, google colab, powerbi",Internship,On-Site,8-25 LPA,2025-06-23,8.0,25.0
Senior Data Analyst,"Todd, Page And Miller",Entry Level,Kolkata,"excel, powerbi, machine learning, google cloud, powerbi",Part-Time,On-Site,4-31 LPA,2025-05-03,4.0,31.0
Junior Data Analyst,Scott Llc,Mid Level,Remote,"python, excel, machine learning, powerbi",Internship,Hybrid,11-26 LPA,2025-02-14,11.0,26.0
Data Analyst,Kennedy-Flynn,Internship,Remote,"r, sql, google colab, excel, powerbi",Internship,Hybrid,7-28 LPA,2025-03-09,7.0,28.0
Junior Data Analyst,Jones-Berry,Mid Level,Bangalore,"sql, r, excel, powerbi",Full-Time,Hybrid,4-32 LPA,2024-09-06,4.0,32.0
Senior Data Analyst,Reyes Llc,Entry Level,Hyderabad,"sql, powerbi, excel, powerbi, python",Internship,Hybrid,6-34 LPA,2025-01-04,6.0,34.0
Data Analyst,"Sparks, Harris And Smith",Internship,Hyderabad,"r, powerbi, tableau",Part-Time,Remote,14-20 LPA,2025-03-16,14.0,20.0
Data Analytics Specialist,Rhodes And Sons,Senior Level,Hyderabad,"r, machine learning, google cloud, tableau, sql",Contract,Hybrid,10-21 LPA,2025-01-06,10.0,21.0
Data Analyst,"Bowen, Ford And Grant",Mid Level,Bangalore,"tableau, machine learning, google colab",Contract,Remote,13-20 LPA,2025-01-17,13.0,20.0
Data Analytics Specialist,Rivas-Gallagher,Senior Level,Pune,"tableau, r, powerbi, powerbi, sql, excel",Internship,Hybrid,8-16 LPA,2025-04-27,8.0,16.0
Junior Data Analyst,"White, Kim And Lewis",Mid Level,Bangalore,"powerbi, google colab, powerbi, tableau",Part-Time,Hybrid,8-34 LPA,2025-04-20,8.0,34.0
Senior Data Analyst,Navarro Plc,Senior Level,Kolkata,"python, sql, powerbi",Internship,Remote,12-17 LPA,2025-07-03,12.0,17.0
Senior Data Analyst,Brown-Leach,Senior Level,Kolkata,"powerbi, tableau, powerbi",Contract,Remote,4-25 LPA,2025-07-19,4.0,25.0
Senior Data Analyst,"Hawkins, Collins And Kramer",Entry Level,Hyderabad,"powerbi, tableau, python",Full-Time,On-Site,6-16 LPA,2025-05-23,6.0,16.0
Junior Data Analyst,Sparks Inc,Internship,Mumbai,"machine learning, tableau, powerbi, google colab, python",Part-Time,On-Site,4-18 LPA,2025-03-16,4.0,18.0
Data Analytics Specialist,"Butler, Kemp And Watkins",Mid Level,Remote,"google colab, excel, powerbi, powerbi",Contract,Hybrid,3-31 LPA,2024-11-05,3.0,31.0
Data Analytics Specialist,Morgan-Lee,Mid Level,Hyderabad,"excel, python, powerbi, google cloud, machine learning, powerbi",Part-Time,On-Site,10-17 LPA,2025-08-17,10.0,17.0
Data Analytics Specialist,Garcia And Sons,Internship,New Delhi,"powerbi, tableau, powerbi, machine learning",Internship,On-Site,14-30 LPA,2025-02-26,14.0,30.0
Senior Data Analyst,Lamb Ltd,Mid Level,Pune,"powerbi, sql, powerbi, r",Contract,Hybrid,3-23 LPA,2025-05-30,3.0,23.0
Senior Data Analyst,"Peck, Fisher And Moses",Internship,Kolkata,"r, powerbi, python, excel, tableau, powerbi",Part-Time,On-Site,7-34 LPA,2024-09-21,7.0,34.0
Senior Data Analyst,Vargas And Sons,Internship,Chennai,"python, r, excel",Contract,Hybrid,12-25 LPA,2024-10-23,12.0,25.0
Senior Data Analyst,Johnson And Sons,Mid Level,New Delhi,"tableau, excel, powerbi, google cloud, python",Contract,On-Site,8-16 LPA,2025-04-02,8.0,16.0
Data Analytics Specialist,"Hernandez, Williams And Doyle",Internship,Chennai,"machine learning, r, powerbi, python, google colab",Part-Time,Remote,9-21 LPA,2025-05-23,9.0,21.0
Junior Data Analyst,"Liu, Brown And Lopez",Entry Level,Mumbai,"powerbi, google colab, machine learning",Full-Time,Remote,8-27 LPA,2025-06-27,8.0,27.0
Data Analyst,Richards Group,Mid Level,New Delhi,"powerbi, python, sql, powerbi, r",Part-Time,Remote,8-29 LPA,2025-02-15,8.0,29.0
Senior Data Analyst,Lane Llc,Internship,Remote,"machine learning, tableau, powerbi, python",Internship,Remote,7-24 LPA,2025-03-04,7.0,24.0
Senior Data Analyst,Hansen Plc,Senior Level,Bangalore,"machine learning, r, google cloud, powerbi",Part-Time,Remote,14-16 LPA,2024-09-26,14.0,16.0
Senior Data Analyst,"Maldonado, Sanchez And Sullivan",Mid Level,Hyderabad,"tableau, r, powerbi",Contract,On-Site,14-19 LPA,2025-06-03,14.0,19.0
Junior Data Analyst,"Garza, Jacobs And Roberts",Senior Level,Kolkata,"python, powerbi, google colab",Internship,Hybrid,6-28 LPA,2024-11-01,6.0,28.0
Junior Data Analyst,Russell Ltd,Internship,Remote,"tableau, python, excel",Part-Time,Remote,6-21 LPA,2025-01-29,6.0,21.0
Junior Data Analyst,Jones-Waters,Mid Level,Remote,"powerbi, sql, powerbi",Full-Time,On-Site,4-18 LPA,2025-03-09,4.0,18.0
Data Analytics Specialist,Rocha-Warren,Mid Level,Pune,"tableau, google cloud, sql, powerbi, google colab",Part-Time,On-Site,9-24 LPA,2024-10-26,9.0,24.0
Data Analytics Specialist,Murray-Mueller,Internship,Pune,"sql, machine learning, google cloud, google colab, powerbi, powerbi",Part-Time,On-Site,5-32 LPA,2024-12-17,5.0,32.0
Senior Data Analyst,Jensen-Hill,Internship,Bangalore,"python, sql, tableau, powerbi, google cloud",Part-Time,On-Site,14-35 LPA,2025-08-24,14.0,35.0
Junior Data Analyst,"Cannon, Rodriguez And Mercado",Entry Level,Remote,"machine learning, python, google colab, google cloud",Full-Time,Remote,11-24 LPA,2024-09-12,11.0,24.0
Data Analyst,"Lambert, Patterson And Meyers",Senior Level,Hyderabad,"tableau, google cloud, python, machine learning, google colab, powerbi",Contract,Hybrid,8-21 LPA,2024-08-31,8.0,21.0
Junior Data Analyst,"Jones, Smith And Johnston",Entry Level,Remote,"google cloud, machine learning, tableau",Full-Time,Hybrid,15-21 LPA,2025-04-07,15.0,21.0
Senior Data Analyst,Key Group,Senior Level,Mumbai,"powerbi, tableau, powerbi, google cloud",Part-Time,Remote,13-32 LPA,2025-06-09,13.0,32.0
