Job Role,Company,Experience Level,Location,Skills,Job Type,Work Mode,Salary Range,Job Posting Date,Job Description
Senior Data Analyst,Davis PLC,Internship,Bangalore,"SQL, power-bi, R, Power BI, Google Cloud, Excel",Contract,Remote,11-29 LPA,2024-10-09,Source wonder community send know social by note hit scene democratic discuss beat leg threat break take exist community this.
Data Analyst,"Kelley, Pearson and Mitchell",Internship,Pune,"Tableau, Machine Learning, Google Cloud, Excel, Power BI, power-bi",Contract,On-site,14-34 LPA,2024-12-03,Color meet beautiful second growth box marriage identify half economy fund meeting floor better reason theory.
Senior Data Analyst,Brown-Butler,Internship,Mumbai,"Python, Excel, Power BI, Machine Learning, PowerBI",Part-time,Remote,8-26 LPA,2025-04-17,Guess program goal choice message give some executive memory other discussion another floor somebody lawyer into close almost consider suggest finish responsibility current lead.
Data Analytics Specialist,"Johnson, Barker and Lewis",Internship,Chennai,"PowerBI, Power BI, power-bi, Tableau, SQL, Google Cloud",Contract,On-site,4-33 LPA,2024-12-16,Lawyer expert room baby like while ever take international certain suggest yeah his.
Data Analyst,"  Mcdonald, James and Mcknight   ",Internship,Hyderabad,"power-bi, Google Cloud, Tableau, Excel",Internship,Hybrid,6-28 LPA,2024-12-09,Company idea house past culture how policy history and until long born father leader successful.
Senior Data Analyst,"Mejia, Salazar and Kennedy",Mid Level,Mumbai,"PowerBI, power-bi, SQL",Contract,Hybrid,9-29 LPA,32-13-2024,Bank sometimes fine body left member rather effect could finish tend protect member second debate operation perform open rule.
Data Analytics Specialist,Collins-Santos,Senior Level,Bangalore,"Google Cloud, Excel, PowerBI, SQL",Contract,Hybrid,5-25 LPA,2025-05-11,To east prevent nation section second audience sport turn rock together reason deal stay teacher fight still student chance.
Senior Data Analyst,Oneill-Braun,Internship,Hyderabad,"Machine Learning, Excel, Python, R",Part-time,Remote,12-22 LPA,2025-02-01,Share build story possible according garden in strategy direction her it for gas ok language meeting teach billion middle appear field research your political.
Senior Data Analyst,Bailey-Berger,Senior Level,Remote,"PowerBI, Python, Google Cloud, power-bi, R",Full-time,Remote,11-17 LPA,2025-06-25,Wrong adult hope include level beyond with election beautiful station debate spring theory last building prepare eat bed item policy check visit TV.
Data Analyst,"Hansen, Decker and Rodriguez",Entry Level,Pune,"Excel, R, Machine Learning, Python, SQL",Part-time,Remote,12-19 LPA,2024-11-06,Sea hard manager protect against may war career most far thousand blood able well wait.
Junior Data Analyst,Phelps-Torres,Mid Level,Delhi,"Machine Learning, SQL, Google Colab, Python, R, Tableau",Part-time,Hybrid,3-35 LPA,2025-01-03,Wonder test step while friend exactly collection though movie knowledge resource left notice event.
Senior Data Analyst,Vincent-Reed,Mid Level,Pune,"SQL, Excel, PowerBI, Google Colab, Tableau",Contract,Remote,12-35 LPA,2024-09-15,Bank ever thus young everyone such rich middle some difference report ability rise economic range bit spend include hand.
Data Analyst,"Gillespie, Davis and Garcia",Internship,Mumbai,"Excel, PowerBI, Tableau, power-bi",Contract,On-site,8-23 LPA,2025-08-31,Cup cause exactly second drop area seem sense appear outside order say my break argue remain they nearly remain some participant.
Data Analytics Specialist,Santiago and Sons,Senior Level,,"Power BI, Google Colab, Tableau, Machine Learning",Part-time,Hybrid,5-23 LPA,2025-06-02,Here technology visit ability up candidate thus mouth method present tell move need show leave both.
Data Analytics Specialist,Allen-Yoder,Senior Level,Hyderabad,"R, Google Cloud, Google Colab, Power BI",Full-time,Hybrid,,2024-11-21,Media two fire arrive minute book training film whose right likely evidence should care there his she moment field draw against conference leader recently.
Junior Data Analyst,"Mcintosh, Bush and Smith",Entry Level,Pune,"Excel, Machine Learning, PowerBI, power-bi",Part-time,On-site,4-21 LPA,2025-04-26,What summer mind language make physical state whole whole apply serious themselves yet ball important.
Data Analyst,Bailey LLC,Internship,Kolkata,"Google Colab, Google Cloud, R, PowerBI, Excel",Contract,Hybrid,7-27 LPA,2025-03-17,Sea movie perform store my town painting station current result still garden represent win animal rock measure PM nearly stay sound.
Data Analyst,"Wilson, Ray and Diaz",Mid Level,Remote,"Power BI, PowerBI, Python, Machine Learning, Tableau",Contract,Remote,,2025-05-03,Movie practice development should partner rest scene adult eat race list every success issue buy store dream present even as over.
Data Analyst,"Weber, Morris and Fox",Entry Level,,"Excel, Google Cloud, Tableau",Internship,On-site,,2024-11-16,Wonder include six computer drive morning this set turn character cell year success computer capital with husband writer.
Data Analytics Specialist,"Miller, Hicks and Jordan",Internship,Pune,"SQL, PowerBI, Power BI, Google Cloud, Excel",Internship,Remote,7-28 LPA,2024-09-23,Professional know all whose weight still key development wait college institution hundred allow last scientist fish she soldier less form name.
Senior Data Analyst,Washington-Turner,Mid Level,Hyderabad,"Tableau, SQL, PowerBI, R, power-bi",Full-time,Remote,12-31 LPA,2025-03-19,Public why commercial history and choice fast list western official imagine ok sort evening between turn experience involve.
Data Analytics Specialist,"Copeland, Johnson and Hunt",Mid Level,Pune,"SQL, PowerBI, Machine Learning, power-bi, Google Colab",Internship,On-site,5-22 LPA,2024-12-01,Father school even especially upon management well which population kind whatever sound use prove often.
Data Analytics Specialist,"Miranda, Green and Friedman",Mid Level,Pune,"Google Cloud, R, SQL",Internship,On-site,14-25 LPA,not_a_date,Only wait everything rather almost contain Democrat unit course trip have bit little someone product watch figure kitchen figure different arrive interest laugh citizen wide factor.
Data Analytics Specialist,"Jordan, Bowers and Ray",Entry Level,Remote,"Tableau, PowerBI, SQL",Full-time,Hybrid,10-26 LPA,2025-01-27,Word system hear indeed administration method you other line him find country general red.
Junior Data Analyst,Tucker-Jones,Entry Level,Chennai,"Python, SQL, Google Cloud",Contract,On-site,,2024-10-01,Trade never treat base growth old design science air interesting make thought various assume development.
Data Analytics Specialist,Barr and Sons,Mid Level,Delhi,"R, Python, Excel, power-bi, PowerBI",Part-time,Hybrid,5-29 LPA,2024-10-30,Identify able claim trade hour his education building color east piece or game less tell coach to recently inside contain family both above red.
Data Analytics Specialist,Lawson-Reid,Entry Level,Delhi,"R, Tableau, Google Cloud, Power BI, Machine Learning, PowerBI",Contract,On-site,8-35 LPA,2025-08-04,Push bar anything fall water window month political eight media federal well allow.
Data Analytics Specialist,Lee LLC,Internship,,"R, Power BI, Tableau, SQL, Python, Excel",Internship,On-site,10-34 LPA,2024-09-27,Action personal amount billion yard white history public raise discuss then left one during visit.
Data Analyst,Perry-Stewart,Mid Level,Bangalore,"R, power-bi, Machine Learning",Internship,On-site,15-16 LPA,32-13-2024,Beyond drive election can film whatever state then will score include thus today car someone practice security shake above force staff energy executive who off newspaper.
Data Analyst,Olson and Sons,Internship,Delhi,"Machine Learning, R, Google Cloud, Python, Tableau",Part-time,Hybrid,11-29 LPA,2024-12-19,Difference share scene today line lead get seem check behind only pull include good open discussion recently establish usually society ten truth never over often authority.
Data Analytics Specialist,"Jackson, Hughes and Lara",Entry Level,Bangalore,"PowerBI, Google Colab, power-bi",Part-time,Hybrid,14-22 LPA,2025-06-16,Spend network bring stand yet produce manage plant husband statement catch sense structure build now imagine discover positive behind may mission top focus particularly.
Senior Data Analyst,Shields-Peck,Internship,Chennai,"Google Cloud, Excel, Python, Machine Learning, Google Colab",Full-time,Remote,4-24 LPA,2025-08-01,Woman value commercial take tough easy table treat marriage space challenge their fire.
Senior Data Analyst,"Erickson, Lee and Sullivan",Entry Level,Mumbai,"Google Colab, PowerBI, Google Cloud, Power BI, Excel",Contract,Hybrid,6-16 LPA,2025-03-23,Morning almost modern long market positive man care catch material here water Democrat throw himself keep your surface house tend PM could letter four through someone.
Data Analytics Specialist,Richardson-Jensen,Senior Level,Delhi,"Google Colab, Power BI, Machine Learning, SQL, PowerBI, Excel",Full-time,Remote,13-29 LPA,2025-07-26,Trip able many appear word nothing manage director interesting individual song loss eat doctor everybody one more network half rich year crime head.
Senior Data Analyst,Snow-Fox,Internship,Pune,"Machine Learning, PowerBI, Python, Power BI, power-bi, R",Contract,On-site,5-22 LPA,2024-10-18,Improve coach property once push possible campaign budget may finish speak who they boy health tonight number bill few event garden job.
Senior Data Analyst,"White, Kelly and Miller",Mid Level,Kolkata,"Excel, Power BI, PowerBI, power-bi",Internship,Remote,14-26 LPA,not_a_date,Family stand home somebody professional call scene education nor who true might soon near southern.
Junior Data Analyst,Rodriguez Ltd,Internship,Chennai,"Power BI, Python, Machine Learning, Google Colab, PowerBI",Contract,On-site,13-22 LPA,2025-04-29,Through sell school citizen beautiful produce common forget quality near easy represent.
Junior Data Analyst,Ford-Wiggins,Internship,Delhi,"PowerBI, Tableau, SQL, power-bi, R",Full-time,Hybrid,10-22 LPA,32-13-2024,Type pattern company easy brother food word religious at low leg I.
Data Analytics Specialist,Mitchell PLC,Entry Level,Chennai,"Machine Learning, power-bi, SQL, R",Part-time,On-site,,2024-09-15,Line modern then officer free occur gun direction week certain against foreign remain gun go middle.
Senior Data Analyst,"Mora, Johnson and Davis",Internship,Bangalore,"R, power-bi, PowerBI, Tableau, Excel",Full-time,Hybrid,,2024-12-29,Learn budget politics candidate return probably tree have training information other teacher necessary argue when you entire me yeah it second fear ever impact grow address.
Senior Data Analyst,  Padilla-Morrison   ,Senior Level,Chennai,"Google Colab, power-bi, Tableau",Contract,On-site,5-23 LPA,2025-05-13,Win group force look sea expect stuff stay no also full military treat friend behavior why among morning thank plan agency size.
Junior Data Analyst,Baker PLC,Internship,,"R, SQL, Google Cloud, PowerBI, Google Colab",Full-time,Hybrid,14-16 LPA,2024-12-20,City control common daughter scientist admit a to environment book discover daughter moment trial capital perform top already treatment security example media.
Data Analyst,Smith-Lee,Senior Level,Remote,"Python, SQL, Excel",Full-time,Remote,6-29 LPA,2025-07-28,Investment statement natural end various character send explain charge future hold including.
Data Analytics Specialist,"Martinez, Pham and Nelson",Senior Level,Delhi,"Python, Power BI, SQL",Contract,On-site,9-31 LPA,2025-01-17,Book food store recently choice figure establish property most turn record skin election wish still at address system study production recent describe form.
Data Analytics Specialist,Turner LLC,Internship,Bangalore,"PowerBI, R, Excel, Google Colab",Part-time,Hybrid,14-25 LPA,2024-09-20,Kid produce best because beyond good activity wide national face minute through explain sense dark different shake upon blue smile society capital enjoy price you.
Junior Data Analyst,Benson PLC,Mid Level,Remote,"SQL, Google Colab, R, Power BI, Machine Learning",Part-time,On-site,13-34 LPA,2024-11-06,Inside and company should whom discuss international article store fight successful institution which across simply have program bag stop policy.
